ID,Text,binary_label
row_127,آره واقعا. البته هنوز سرد بود کمی و خیلیییی شلوغ ولی به ما که خیلی خوش گذشت ,1
row_128,@username دستت طلا. این پفیوزهارو بذار اولویت. یه آشویتس نیاز داریم www.link.com,1
row_129,اما ویژگی خاص دیگر این دوربین،  دارا بودن رادیو Wi-Fi داخلی است.,1
row_130,سلام واقعا این گوشی خیلی عالی وخوش دستیه مخصوصا وقتی زنگ گلدش باشه دیگه حرف حداره ,1
row_131,دوستانی که میخوان گوشی Sony xz بگیرن عجله کنن  یعنی گوشی از این فوق العاده تر پیدا نمیکنین  من 4ماهه خریدم خواستم اول مطمئن شم که واقعا خوب هست بعد نظر بدم  میتونم قسم بخورم عالی ترین گوشی ای هست که تو عمرم گرفتم  باتری عالی  دوربین عاااالی  صفحه نمایش بینظیرا  یعنی به شخصه من که راضیم  اون موقع 2180 خریدم اگه الان بهم بگن 10میلیون میدیم گوشیتو بده به ما عمرا اگه قبول کنم  عاشقتم ایکس زد جونم,1
row_132,"شب خوش #نه_به_جمهوری_اسلامی #جاویدشاه #پیمان_نوین
برون نمی رود از دل خیال خام وصالت
اگر چه رفته وصالت ولی خوشم به خیالت
به پشت شهر تو مانده نزاع ماهی و دریا
درون شهر تو یک کس نمی رسد به کمالت
وصال شهر تو باشم کنار خلوت باران
دوباره دل بسپارم به سایه های خیالت https://t.co/GtoCld1KxX",0
row_133,با سلام   من امروز صبح این لپ تاپ رو سفارش دادم البته با کانفینگ متفاوت   Ram 16  2 روز دیگه میرسه بدستم   از نزدیک دیدمش   واقعا عالیه   من بعد سال تحقیق بالاخره اینو انتخاب کردم   کیفیت ساخت بدنش خیلی بالاست   بین این مدل و 56jr شک داشتم   اما پس از تحقیق و جست و جو متوجه شدم این خیلی بهتره   در کل خیلی عالیه ....  اگه پولش رو داری تو خریدش یک لحظه هم صبر نکن   در کل لپ تاپ همه چی تمومیه !   قیمت این خیلی خوبه ...  واسه کانفینگ خودم هزینه خیلی بالا تری نسبت به قیمت این مدل   پرداخت کردم ...  که واقعا ارزششو داشت ..  خلاصه لپ تاپ خوبیه در خریدش شک نکنید   ای کسی که نظر منو میخونی   بدون 2 سال تحقیق کردم   پس حرفام درسته   اگه مفید بود بزن + رو,1
row_134,رزولوشن اپتیکال این اسکنر،  1200X1200dpi و نسبتا کم می‌باشد.,0
row_135,مرغ سزار بوى بسیار بدى می‌داد. سیب زمینی هاى سوخارى مونده بود و پیتزا افتضاح بوى بد قارچ و گوشت توى دوق می‌زد. اسنپ فود عزیز لطفا پیگیری کنید,0
row_136,رقیق شده و پخش و ماندگاریش به شدت پایین اومده...  ولی رایحه بسیار خوبی داره...,0
row_137,چرا یه انسان باید قیمت گذاری بشه مگه خودش اختیار و عقل نداره؟,0
row_138,اتفاقا به نظر من ترجمه مشکلی نداشت خودِ السا از کلمه های تخیلی و عجیب و غریب استفاده میکرد که ترجمه ش این شکلی میشد.رمان خوبی بود دیدن دنیا از دید یه دختر باهوشِ هشت ساله خیلی برام جالب بود,1
row_139,این قابلمه رو چند روز پیش پیشنهاد ویژه خریدم متاسفانه درش که باز کردم درش از دستم لیز خورد و در همون اول کار با افتاد 5 سانتی متری کلی از تفلونش بلند شد من رفتم همین کارو با قابلمه اگرین که بی کیفیت ترین امتحان کردن  هیچیش نشد دو تا هم خریدم و پشیمونن ,0
row_140,"☝️شرکت در انتخابات یعنی کسب رضایت امام زمان عجل الله تعالی فرجه، چرا که صاحب اصلی این انقلاب و کشور اوست.

#حماسه_خرداد",1
row_141,@username دختر های بریتانیایی مغرور🤤 از نوع منچسترش 😍😂,1
row_142,خرید دومم بود. فوق العاده عالی و کاملا بهداشتی..,1
row_143,"٧٦ نارضايتي از هاشمي در اوج بود اما خاتمي ادامه دهنده هاشمي راي اورد

٩٢ نارضايتي از احمدي نژاد در اوج بود اما روحاني ادامه دهنده ا. نژاد دوم راي اورد

٩٦ نارضايتي از روحاني در اوج بود اما راي آورد

در انتخابات مردم مقهور خوش صحبتي ها مي شوند نه انديشه ها

#جامعه_شناسي_خودماني https://t.co/3NuElMBPnD",0
row_144,جنس بدنه این تبلت با وجود اینکه پلاستیکیست،  از پلاستیک براق بسیار با کیفیت ساخته شده است ولی متاسفانه اثر انگشت را به خوبی جذب کرده و نشان میدهد.,0
row_145,"حضور حماسی و حداکثری مایه امیدواری داخلی و سبب ناامیدی مخالفان خواهد شد
ما_منتظر_انتخاباتیم
#رای_میدهم",0
row_146,وقتی این گوشی را برای اولین بار در دست می‌گیرید،  انتظار وزنی بیشتر و ساختاری فلزی و مستحکم‌تر را دارید،  و ممکن است در وهله اول کمی شما را مایوس کند.,0
row_147, اگه نامجو هم متعرض بوده که دیگه فقط یه آقای مجری و آقای حکایتی برام باقی مونده.,0
row_148,عمل زوم از وایدترین حالت در حدود 5 ثانیه طول می‌کشد که نسبتاً زیاد است.,0
row_149,من به نوبه‌ی خودم این مردم‌آزاری صوتی، تصویری، عقیدتی و روحی که همه‌ساله در سطح کشور بعنوان عزاداری مطرح شده رو نمی‌بخشم. ,0
row_150,من هم اين لپ تاپ را براي خواهر خريدم خيلي ازش راضيه و خوشحالم که خريد خوبي براش داشتم.,1
row_151,از مزاياي آن هم مي توان به فتوکپي مستقيم با دکمه ي تعبيه شده در جلوي بدنه ان اشاره کرد که من انتظار آن را نداشتم ,1
row_152,درود بر همه من کلا از سامسونگ خوشم نمیاد الان بابام s۷ داره خودم اخرین سامسونگم s۳ بود چون عاشق گوشی هستم همه جدی میگم همه گوشیها البته پرچمداراش رو داشتم الان اپل۶ دارم خورده زمین اگر این گوشی بیاد با قیمت درست حتما میخرم هم ۲سیم کارت+ مموری هم ۳ گیگ رام، اثر انگشت خلاصه خداییش خیلی خوبه فقط بستگی به قیمتش داره یعنی خوب باشه تا اومد میخرم من میخواستم هواوی میت۹ رو بگیرم یه گوشی غول هست ۶ گیگ رام ۲۵۶ گیگ حافظه داخلی دوربین تووووپ و … اما اگر قیمت این گوشی خوب باشه حتمأ میگیرم اونم فقط از دیجی کالا اگر هرکدوم از دوستان اطلاع یا با این گوشی کار کردن اطلاعاتشون رو در اختیار ما هم بزارند ببخشید طولانی شد ارادتمند ,1
row_153,کيفيت و سرعت و کارايي قابل تحسيني داره ولي کاش يک مقدار قالب و قيافه بروز تري را براش در نظر مي گرفتن.,1
row_154, میرن سر بحث همیشگی #فتنه_88 مجددا از اول شروع میکنن,0
row_155,با این حال در حساسیت 800 اوضاع تا حدی خراب می شود.,0
row_156," یعنی میخوان توی بخش تبلیغات مجله بنویسن ""چرا چن ما رو نگرفت؟"" ؟؟

#JoongAngDontPublish
#SM_Protect_Your_Artist #첸_노래해줘서_고마워 @username…",0
row_157, واااييي خدااا تو خيلي خوبي??شفا نگيري الهي ك باعث خنده ملت ميشي?  حاج آقا  يا حاج خانم سايبري منگول ، خيلييييي ماهييي ،تافت بزن همينجوري بموني??,1
row_158,دوستمون گفته بود پوستش خشکه و شاید به همین علت پوشش دهی خوبی نداشته رو صورتش  من همین شماره رو گرفتم یه کم تم زرد داره ولی ابا اینه من پوستم معمولی و نسبتا چربا صلن روی پوست نمیخوابه کرمای ضد آفتاب معمولی رنگی ازین بهتر عمل میکنن  اگر به هوای کیفیت موسهاش میخرین اشتباه میکنین ,0
row_159,چرا کتاب های صوتی اینقدر گرونه):,0
row_160,دوربیناش زیاد چنگی به دل نمیزنه j۷ pro بهتره ب نظرم ,1
row_161,ممنونم زود رسید مثل همیشه پیک محترم,1
row_162," فرق داره بخدا 😭
خوشحالم كه پيدات كردم 🤝

We vote  for #PremiosMTVMIAW #MTVLAKPOPTWICE",1
row_163,. باتری خوب. بیس خوب. شفافیت متوسط صدا. در ولم بالا صدا زنندس و تیزه ,1
row_164,این محصول رو قبلا استفاده کردم . پوشش دهی ضعیفی داره و بعد از چند ساعت پوست رو خفه میکنه و میماسه,0
row_165,به امید خدا شادی بر میگرده به خانه هامون آمین,1
row_166,البته يه بدي هم داره.,0
row_167,بجزپستچی ک ظاهراواقعیت بوده بقیه آثارشون چنگی ب دل نمیزنه.,0
row_168,"شاگرد گوش به حرف کن و با اراده
 علی آقای گل با ۴۹ سال سن تونست در ۲ ماه با وجود افسردگی و بیماری سخت بدون مصرف دارو ( استروئید)🚫 فقط با تغذیه درست و مکمل های مورد نیاز
این تغییرات رو داشته باشه👏🏻👏🏻
اراده باشه هیچ چیز مانع راهت نمیشه🌟
( علم در بدنسازی حرف اول رو میزنه ) www.link.com",1
row_169,سلام من همیشه عاشق غذاهای باروژ بودم اما این سری پیتزا خیلی بوی بدی میداد اصلا انتظار نمیرفت که باروژ هم کیفیتش بیاد پایین,0
row_170,درکل گوشي خوبيه پيشنهاد ميکنم از دست ندينش.,1
row_171,این لنز خیلی واید نیست و توانایی زوم زیادی هم ندارد.,0
row_172,با گرامیداشت یاد و خاطره همه انهایی که برای این مرز و بوم جان پاک خود را فدا کردند. در هفته ای که به نام دفاع مقدس نامگذاری شده خالی از لطف نیست که بخشهایی از مصاحبه #حسن_دهباشی با دکتر #سید_حسن_نصر ذکر شود.,1
row_173,دروغ خدمت هویدا بی سابقه بو,0
row_174, تصویری از دیدار کاظمی با رهبر تروریست جمهوری اسلامی www.link.com,0
row_175,"برای ما خاک سرد نیست.
داغ ندا به اندازه‌ی روز اول تازه‌ست.
داغ پویا، ری‌را، نوید، پژمان، الناز، محسن.
ما هرگز فراموش نمیکنیم.
#نه_به_جمهوری_اسلامی https://t.co/oErRycYTuR",0
row_176,از روی وزنش حدس میزدم که خیلی کوچیکه اما نه دیگه دراین حد .من برای دخترم که ۹ساله هست خریدم ولی خجالت میکشیدم بهش بدم حتی براق هم نییت خیلی ماته .,0
row_177,ولي دوربينش نسبت به امکاناتش ضعيفه.,0
row_178,عالییییی بهترین باگت تو مجموعه‌های باگت هستین باگت فقط شعبه جردن,1
row_179,تا به امروز هر چي از ديجي کالا خريدم با‌کيفيت بوده و راضي بودم .,1
row_180,"اسم و فامیل انتخاب شده واسه شخصیت رو دوست داشتم "" هدایت"" و "" جبر پور"" !!!!  یه جورایی حرف داستان رو در دل خودش داشت. انتخاب اسم خوب برای داستان خیلی مهمه. البته با کلمه ""وحشت آور  ""مشکل دارم.
موضوع  داستان  خیلی خوب بود  اما فضای  مناسبی برای طرح این موضوع  خلق نشد.  سخنرانی ها طولانی  بود   و در  آخر  هم  داستان خوب جمع نشد.
",0
row_181,گوشی خاص و خوبی هستش. از جلو بودن بلندگو و پشت بودن اثر انگشت به شدت راضی هستم. به ندرت هنگ می کنه. محافظ صفحه و قابش به سختی گیر میاد. دوستانی که به ۸ آپدیت کردن نظر بدهند درباره مصرف باتری و برطرف شدن باگ ها ,1
row_182,محشررررررر بود مرسی از قلم عالیت☺,1
row_183,عالی بودش,1
row_184,من رولت ۷۵۰ گرمی سفارش دادم تو تحویل به نظرم کم بود وزنش چک کردم تازه با جعبه ۶۰۰ گرم بود,0
row_185, بله با کمال تاسف برخی از کاربه دستها باعث این بی اعتمادی شدن #رضایی,0
row_186,امیدوارم مسئولان امنیتی مملکت براساس چیزی شبیه به آنچه امروز درباره بهنود و صفحه روزنامهنگاران در تلویزیون نشان داده شد، کشور را اداره و راهنمایی نکنند و این برنامه تنها برای پروپاگاندا ساخته شده باشد.,0
row_187,لعنت به بالا تا پایینتون، دو دقیقه اومدیم بتمرگیم هی خبرای مزخرف و شامورتی بازیای شما رو باید ببینیم، ما چه گهی خوردیم تو این مملکت به دنیا اومدیم؟,0
row_188,من اين دوربين رو حدود 6 ماه قبل خريدم قبلش G10 رو داشتم ولي اصلا کانن قابل مقايسه با سوني نيست در اين مدل ها نقاط قوت :فيلم برداري بسيار با کيفيت 1080 * 1920 full hd حتي بيشتر از بسياري از دوربينهاي مخصوص فيلمبرداري قابليت جاي‌گيري مناسب در دست (واقعا کار کردن باهاش خيلي راحته )زوم اپتيکال بالاي 30x که در نوع خودش محشره حالت macro 1cm ان هم خيلي مناسبه قيمتشم الان به صرفه نيست ولي اون موقع که من خريدم خيلي مناسب بود(در کل مناسبه)عکس‌برداري بسيار با کيفيت و بي نظير در رده خودش نداشتن کفشک فلاش اکسترنال هيچ از ابهت اين دوربين کم نميکنه چون خودش فلاش با برد 12 متر داره نيازي به فلاش اکسترنال نداره.,1
row_189,لب تاب خوبی  موقع بازی pes  2016 باید باطری خارج کنید وگر نه لگ میزنه ,1
row_190,من به دنبال کتابی درباره قاتلین زنجیره‌ای بودم که خوندن مقدمه این کتاب جذبم کرد اما همینطور که پیش رفت کم‌کم در کمال تعجب متوجه شدم داستان در مورد یه قاتل زنجیره‌ای نوعی به اون صورت که تو ذهن ما جا افتاده نیست. بلکه موضوع اصلأ چیز دیگه ایه، من از پالنیک فقط باشگاه مشت زنی رو خونده بودم و می‌تونم بگم هر دو رمان درباره موضوعات مختلفیه با هدف واحد. جهان پالنیک جهان دیوانه واریه، پر از خشونت، پر از طنز مخصوص به خودش، اگر کسی پالنیک رو دوست داره حتماً رنت رو بخونه ولی اگر با ذهنیت دکستر سراغ این کتاب میاید بدونید خیلی متفاوته. انتظار یه رمان معمولی رو نداشته باشید. خودم دارم دوباره از اول شروعش می‌کنم، چون هم داستان ساده نیست و هم تعداد زیاد شخصیت‌ها کمی گیج کننده است، هر شخصیت لحن به خصوص به خودش و اصطلاحات مخصوص خودش رو داره، برای همین کم‌کم به لحن هر کس عادت میکنید و بی اینکه اسم روایت کننده رو بخونید میتونید بگید این نقل قول از زبان چه کسیه. فصل های آخر خیلی عجیب بود، طوری که خیلی گیج شدم و مدام حدس می زدم که چی به چیه که خودش خیلی سرگرم کننده بود. هنوز پر از سوالم. این نظر بعد از خوندن دوباره کتاب به روز رسانی میشه.,1
row_191,کلا لپ تاب عالی هست و من که به گیم خیلی علاقه دارم  تونسته همه بازی هارو برام اجرا کنه و مطمینم تا چند سال اینده هم منو ناامید نمیکنه  مشکلش اینه بعد یک و نیم ساعت باتری خالی میکنه که البته بنظرم بخاطر گرافیک و پردازنده قویش هست  ,1
row_192,گوشی خوبیه در حد متوسط برای کسی بخواد باطری طولانی داشته باشه و یک سیستم کاربردی داشته خوبه میشه روش حساب کرد من تازه اینو یک روزهست خریدم و مناسبه ,1
row_193,من این کتری رو یکماهه از دیجی خریدم عالیه البته تو آمازون موارد نشتی گزارش شده بود ولی من مشکلی ندارم و تمام روز ازش استفاده میکنم و بسیار سریع اب رو جوش میاره فقط اولش یکم صدای جوشوندنش زیاده میرسه به قل زدن کم میشه  در کلی عالیه ,1
row_194,به نظر من تنها عيبي که به اين گوشي ميشه گرفت صفحه نمايش کمي کوچيک اون هست که البته براي همه مشکل ساز نيست.,0
row_195,درود بر شما  ,1
row_196,سلام ۲روزه خريدمش و به نظرم گوشي خوبي مياد در ضمن خيلي هم دخترونه و خوش‌دسته و من دوسش دارم.,1
row_197,خیلی داغون بود!! مرغش بو میداد، کلا خوب نبود,0
row_198," ""سلاممن قبل این باتری، یه باتری گرون قیمت تر از بازار خریده بودم که زود شارژ خالی میکرد و مجبور شدم پسش بدم ولی این باتری عملکردش مثل باتری فابریک خود گوشیمه""",1
row_199,"چه زیبا باشد
آیت الله رئیسی
 خادم امام هشتم
 در هشتمین روز دهه کرامت ،
هشتمین رئیس جمهور ایران شود
و
 جشن میلاد با سعادت امام هشتم
 و
 پیروزی خادمش را باهم جشن بگیریم.
#رئیسی
#تهران_سربلند",1
