id,sentiment,raw_text
row_127,1,آره واقعا. البته هنوز سرد بود کمی و خیلیییی شلوغ ولی به ما که خیلی خوش گذشت 
row_128,0,@username دستت طلا. این پفیوزهارو بذار اولویت. یه آشویتس نیاز داریم www.link.com
row_129,1,اما ویژگی خاص دیگر این دوربین،  دارا بودن رادیو Wi-Fi داخلی است.
row_130,1,سلام واقعا این گوشی خیلی عالی وخوش دستیه مخصوصا وقتی زنگ گلدش باشه دیگه حرف حداره 
row_131,1,دوستانی که میخوان گوشی Sony xz بگیرن عجله کنن  یعنی گوشی از این فوق العاده تر پیدا نمیکنین  من 4ماهه خریدم خواستم اول مطمئن شم که واقعا خوب هست بعد نظر بدم  میتونم قسم بخورم عالی ترین گوشی ای هست که تو عمرم گرفتم  باتری عالی  دوربین عاااالی  صفحه نمایش بینظیرا  یعنی به شخصه من که راضیم  اون موقع 2180 خریدم اگه الان بهم بگن 10میلیون میدیم گوشیتو بده به ما عمرا اگه قبول کنم  عاشقتم ایکس زد جونم
row_132,1,"شب خوش #نه_به_جمهوری_اسلامی #جاویدشاه #پیمان_نوین
برون نمی رود از دل خیال خام وصالت
اگر چه رفته وصالت ولی خوشم به خیالت
به پشت شهر تو مانده نزاع ماهی و دریا
درون شهر تو یک کس نمی رسد به کمالت
وصال شهر تو باشم کنار خلوت باران
دوباره دل بسپارم به سایه های خیالت https://t.co/GtoCld1KxX"
row_133,1,با سلام   من امروز صبح این لپ تاپ رو سفارش دادم البته با کانفینگ متفاوت   Ram 16  2 روز دیگه میرسه بدستم   از نزدیک دیدمش   واقعا عالیه   من بعد سال تحقیق بالاخره اینو انتخاب کردم   کیفیت ساخت بدنش خیلی بالاست   بین این مدل و 56jr شک داشتم   اما پس از تحقیق و جست و جو متوجه شدم این خیلی بهتره   در کل خیلی عالیه ....  اگه پولش رو داری تو خریدش یک لحظه هم صبر نکن   در کل لپ تاپ همه چی تمومیه !   قیمت این خیلی خوبه ...  واسه کانفینگ خودم هزینه خیلی بالا تری نسبت به قیمت این مدل   پرداخت کردم ...  که واقعا ارزششو داشت ..  خلاصه لپ تاپ خوبیه در خریدش شک نکنید   ای کسی که نظر منو میخونی   بدون 2 سال تحقیق کردم   پس حرفام درسته   اگه مفید بود بزن + رو
row_134,0,رزولوشن اپتیکال این اسکنر،  1200X1200dpi و نسبتا کم می‌باشد.
row_135,0,مرغ سزار بوى بسیار بدى می‌داد. سیب زمینی هاى سوخارى مونده بود و پیتزا افتضاح بوى بد قارچ و گوشت توى دوق می‌زد. اسنپ فود عزیز لطفا پیگیری کنید
row_136,0,رقیق شده و پخش و ماندگاریش به شدت پایین اومده...  ولی رایحه بسیار خوبی داره...
row_137,0,چرا یه انسان باید قیمت گذاری بشه مگه خودش اختیار و عقل نداره؟
row_138,1,اتفاقا به نظر من ترجمه مشکلی نداشت خودِ السا از کلمه های تخیلی و عجیب و غریب استفاده میکرد که ترجمه ش این شکلی میشد.رمان خوبی بود دیدن دنیا از دید یه دختر باهوشِ هشت ساله خیلی برام جالب بود
row_139,0,این قابلمه رو چند روز پیش پیشنهاد ویژه خریدم متاسفانه درش که باز کردم درش از دستم لیز خورد و در همون اول کار با افتاد 5 سانتی متری کلی از تفلونش بلند شد من رفتم همین کارو با قابلمه اگرین که بی کیفیت ترین امتحان کردن  هیچیش نشد دو تا هم خریدم و پشیمونن 
row_140,1,"☝️شرکت در انتخابات یعنی کسب رضایت امام زمان عجل الله تعالی فرجه، چرا که صاحب اصلی این انقلاب و کشور اوست.

#حماسه_خرداد"
row_141,1,@username دختر های بریتانیایی مغرور🤤 از نوع منچسترش 😍😂
row_142,1,خرید دومم بود. فوق العاده عالی و کاملا بهداشتی..
row_143,0,"٧٦ نارضايتي از هاشمي در اوج بود اما خاتمي ادامه دهنده هاشمي راي اورد

٩٢ نارضايتي از احمدي نژاد در اوج بود اما روحاني ادامه دهنده ا. نژاد دوم راي اورد

٩٦ نارضايتي از روحاني در اوج بود اما راي آورد

در انتخابات مردم مقهور خوش صحبتي ها مي شوند نه انديشه ها

#جامعه_شناسي_خودماني https://t.co/3NuElMBPnD"
row_144,0,جنس بدنه این تبلت با وجود اینکه پلاستیکیست،  از پلاستیک براق بسیار با کیفیت ساخته شده است ولی متاسفانه اثر انگشت را به خوبی جذب کرده و نشان میدهد.
row_145,1,"حضور حماسی و حداکثری مایه امیدواری داخلی و سبب ناامیدی مخالفان خواهد شد
ما_منتظر_انتخاباتیم
#رای_میدهم"
row_146,0,وقتی این گوشی را برای اولین بار در دست می‌گیرید،  انتظار وزنی بیشتر و ساختاری فلزی و مستحکم‌تر را دارید،  و ممکن است در وهله اول کمی شما را مایوس کند.
row_147,0, اگه نامجو هم متعرض بوده که دیگه فقط یه آقای مجری و آقای حکایتی برام باقی مونده.
row_148,0,عمل زوم از وایدترین حالت در حدود 5 ثانیه طول می‌کشد که نسبتاً زیاد است.
row_149,0,من به نوبه‌ی خودم این مردم‌آزاری صوتی، تصویری، عقیدتی و روحی که همه‌ساله در سطح کشور بعنوان عزاداری مطرح شده رو نمی‌بخشم. 
row_150,1,من هم اين لپ تاپ را براي خواهر خريدم خيلي ازش راضيه و خوشحالم که خريد خوبي براش داشتم.
row_151,1,از مزاياي آن هم مي توان به فتوکپي مستقيم با دکمه ي تعبيه شده در جلوي بدنه ان اشاره کرد که من انتظار آن را نداشتم 
row_152,1,درود بر همه من کلا از سامسونگ خوشم نمیاد الان بابام s۷ داره خودم اخرین سامسونگم s۳ بود چون عاشق گوشی هستم همه جدی میگم همه گوشیها البته پرچمداراش رو داشتم الان اپل۶ دارم خورده زمین اگر این گوشی بیاد با قیمت درست حتما میخرم هم ۲سیم کارت+ مموری هم ۳ گیگ رام، اثر انگشت خلاصه خداییش خیلی خوبه فقط بستگی به قیمتش داره یعنی خوب باشه تا اومد میخرم من میخواستم هواوی میت۹ رو بگیرم یه گوشی غول هست ۶ گیگ رام ۲۵۶ گیگ حافظه داخلی دوربین تووووپ و … اما اگر قیمت این گوشی خوب باشه حتمأ میگیرم اونم فقط از دیجی کالا اگر هرکدوم از دوستان اطلاع یا با این گوشی کار کردن اطلاعاتشون رو در اختیار ما هم بزارند ببخشید طولانی شد ارادتمند 
row_153,1,کيفيت و سرعت و کارايي قابل تحسيني داره ولي کاش يک مقدار قالب و قيافه بروز تري را براش در نظر مي گرفتن.
row_154,0, میرن سر بحث همیشگی #فتنه_88 مجددا از اول شروع میکنن
row_155,0,با این حال در حساسیت 800 اوضاع تا حدی خراب می شود.
row_156,0," یعنی میخوان توی بخش تبلیغات مجله بنویسن ""چرا چن ما رو نگرفت؟"" ؟؟

#JoongAngDontPublish
#SM_Protect_Your_Artist #첸_노래해줘서_고마워 @username…"
row_157,0, واااييي خدااا تو خيلي خوبي??شفا نگيري الهي ك باعث خنده ملت ميشي?  حاج آقا  يا حاج خانم سايبري منگول ، خيلييييي ماهييي ،تافت بزن همينجوري بموني??
row_158,0,دوستمون گفته بود پوستش خشکه و شاید به همین علت پوشش دهی خوبی نداشته رو صورتش  من همین شماره رو گرفتم یه کم تم زرد داره ولی ابا اینه من پوستم معمولی و نسبتا چربا صلن روی پوست نمیخوابه کرمای ضد آفتاب معمولی رنگی ازین بهتر عمل میکنن  اگر به هوای کیفیت موسهاش میخرین اشتباه میکنین 
row_159,0,چرا کتاب های صوتی اینقدر گرونه):
row_160,0,دوربیناش زیاد چنگی به دل نمیزنه j۷ pro بهتره ب نظرم 
row_161,1,ممنونم زود رسید مثل همیشه پیک محترم
row_162,1," فرق داره بخدا 😭
خوشحالم كه پيدات كردم 🤝

We vote  for #PremiosMTVMIAW #MTVLAKPOPTWICE"
row_163,1,. باتری خوب. بیس خوب. شفافیت متوسط صدا. در ولم بالا صدا زنندس و تیزه 
row_164,0,این محصول رو قبلا استفاده کردم . پوشش دهی ضعیفی داره و بعد از چند ساعت پوست رو خفه میکنه و میماسه
row_165,1,به امید خدا شادی بر میگرده به خانه هامون آمین
row_166,0,البته يه بدي هم داره.
row_167,0,بجزپستچی ک ظاهراواقعیت بوده بقیه آثارشون چنگی ب دل نمیزنه.
row_168,1,"شاگرد گوش به حرف کن و با اراده
 علی آقای گل با ۴۹ سال سن تونست در ۲ ماه با وجود افسردگی و بیماری سخت بدون مصرف دارو ( استروئید)🚫 فقط با تغذیه درست و مکمل های مورد نیاز
این تغییرات رو داشته باشه👏🏻👏🏻
اراده باشه هیچ چیز مانع راهت نمیشه🌟
( علم در بدنسازی حرف اول رو میزنه ) www.link.com"
row_169,0,سلام من همیشه عاشق غذاهای باروژ بودم اما این سری پیتزا خیلی بوی بدی میداد اصلا انتظار نمیرفت که باروژ هم کیفیتش بیاد پایین
row_170,1,درکل گوشي خوبيه پيشنهاد ميکنم از دست ندينش.
row_171,0,این لنز خیلی واید نیست و توانایی زوم زیادی هم ندارد.
row_172,1,با گرامیداشت یاد و خاطره همه انهایی که برای این مرز و بوم جان پاک خود را فدا کردند. در هفته ای که به نام دفاع مقدس نامگذاری شده خالی از لطف نیست که بخشهایی از مصاحبه #حسن_دهباشی با دکتر #سید_حسن_نصر ذکر شود.
row_173,0,دروغ خدمت هویدا بی سابقه بو
row_174,0, تصویری از دیدار کاظمی با رهبر تروریست جمهوری اسلامی www.link.com
row_175,0,"برای ما خاک سرد نیست.
داغ ندا به اندازه‌ی روز اول تازه‌ست.
داغ پویا، ری‌را، نوید، پژمان، الناز، محسن.
ما هرگز فراموش نمیکنیم.
#نه_به_جمهوری_اسلامی https://t.co/oErRycYTuR"
row_176,0,از روی وزنش حدس میزدم که خیلی کوچیکه اما نه دیگه دراین حد .من برای دخترم که ۹ساله هست خریدم ولی خجالت میکشیدم بهش بدم حتی براق هم نییت خیلی ماته .
row_177,0,ولي دوربينش نسبت به امکاناتش ضعيفه.
row_178,1,عالییییی بهترین باگت تو مجموعه‌های باگت هستین باگت فقط شعبه جردن
row_179,1,تا به امروز هر چي از ديجي کالا خريدم با‌کيفيت بوده و راضي بودم .
row_180,0,"اسم و فامیل انتخاب شده واسه شخصیت رو دوست داشتم "" هدایت"" و "" جبر پور"" !!!!  یه جورایی حرف داستان رو در دل خودش داشت. انتخاب اسم خوب برای داستان خیلی مهمه. البته با کلمه ""وحشت آور  ""مشکل دارم.
موضوع  داستان  خیلی خوب بود  اما فضای  مناسبی برای طرح این موضوع  خلق نشد.  سخنرانی ها طولانی  بود   و در  آخر  هم  داستان خوب جمع نشد.
"
row_181,1,گوشی خاص و خوبی هستش. از جلو بودن بلندگو و پشت بودن اثر انگشت به شدت راضی هستم. به ندرت هنگ می کنه. محافظ صفحه و قابش به سختی گیر میاد. دوستانی که به ۸ آپدیت کردن نظر بدهند درباره مصرف باتری و برطرف شدن باگ ها 
row_182,1,محشررررررر بود مرسی از قلم عالیت☺
row_183,1,عالی بودش
row_184,0,من رولت ۷۵۰ گرمی سفارش دادم تو تحویل به نظرم کم بود وزنش چک کردم تازه با جعبه ۶۰۰ گرم بود
row_185,0, بله با کمال تاسف برخی از کاربه دستها باعث این بی اعتمادی شدن #رضایی
row_186,0,امیدوارم مسئولان امنیتی مملکت براساس چیزی شبیه به آنچه امروز درباره بهنود و صفحه روزنامهنگاران در تلویزیون نشان داده شد، کشور را اداره و راهنمایی نکنند و این برنامه تنها برای پروپاگاندا ساخته شده باشد.
row_187,0,لعنت به بالا تا پایینتون، دو دقیقه اومدیم بتمرگیم هی خبرای مزخرف و شامورتی بازیای شما رو باید ببینیم، ما چه گهی خوردیم تو این مملکت به دنیا اومدیم؟
row_188,1,من اين دوربين رو حدود 6 ماه قبل خريدم قبلش G10 رو داشتم ولي اصلا کانن قابل مقايسه با سوني نيست در اين مدل ها نقاط قوت :فيلم برداري بسيار با کيفيت 1080 * 1920 full hd حتي بيشتر از بسياري از دوربينهاي مخصوص فيلمبرداري قابليت جاي‌گيري مناسب در دست (واقعا کار کردن باهاش خيلي راحته )زوم اپتيکال بالاي 30x که در نوع خودش محشره حالت macro 1cm ان هم خيلي مناسبه قيمتشم الان به صرفه نيست ولي اون موقع که من خريدم خيلي مناسب بود(در کل مناسبه)عکس‌برداري بسيار با کيفيت و بي نظير در رده خودش نداشتن کفشک فلاش اکسترنال هيچ از ابهت اين دوربين کم نميکنه چون خودش فلاش با برد 12 متر داره نيازي به فلاش اکسترنال نداره.
row_189,1,لب تاب خوبی  موقع بازی pes  2016 باید باطری خارج کنید وگر نه لگ میزنه 
row_190,1,من به دنبال کتابی درباره قاتلین زنجیره‌ای بودم که خوندن مقدمه این کتاب جذبم کرد اما همینطور که پیش رفت کم‌کم در کمال تعجب متوجه شدم داستان در مورد یه قاتل زنجیره‌ای نوعی به اون صورت که تو ذهن ما جا افتاده نیست. بلکه موضوع اصلأ چیز دیگه ایه، من از پالنیک فقط باشگاه مشت زنی رو خونده بودم و می‌تونم بگم هر دو رمان درباره موضوعات مختلفیه با هدف واحد. جهان پالنیک جهان دیوانه واریه، پر از خشونت، پر از طنز مخصوص به خودش، اگر کسی پالنیک رو دوست داره حتماً رنت رو بخونه ولی اگر با ذهنیت دکستر سراغ این کتاب میاید بدونید خیلی متفاوته. انتظار یه رمان معمولی رو نداشته باشید. خودم دارم دوباره از اول شروعش می‌کنم، چون هم داستان ساده نیست و هم تعداد زیاد شخصیت‌ها کمی گیج کننده است، هر شخصیت لحن به خصوص به خودش و اصطلاحات مخصوص خودش رو داره، برای همین کم‌کم به لحن هر کس عادت میکنید و بی اینکه اسم روایت کننده رو بخونید میتونید بگید این نقل قول از زبان چه کسیه. فصل های آخر خیلی عجیب بود، طوری که خیلی گیج شدم و مدام حدس می زدم که چی به چیه که خودش خیلی سرگرم کننده بود. هنوز پر از سوالم. این نظر بعد از خوندن دوباره کتاب به روز رسانی میشه.
row_191,1,کلا لپ تاب عالی هست و من که به گیم خیلی علاقه دارم  تونسته همه بازی هارو برام اجرا کنه و مطمینم تا چند سال اینده هم منو ناامید نمیکنه  مشکلش اینه بعد یک و نیم ساعت باتری خالی میکنه که البته بنظرم بخاطر گرافیک و پردازنده قویش هست  
row_192,1,گوشی خوبیه در حد متوسط برای کسی بخواد باطری طولانی داشته باشه و یک سیستم کاربردی داشته خوبه میشه روش حساب کرد من تازه اینو یک روزهست خریدم و مناسبه 
row_193,1,من این کتری رو یکماهه از دیجی خریدم عالیه البته تو آمازون موارد نشتی گزارش شده بود ولی من مشکلی ندارم و تمام روز ازش استفاده میکنم و بسیار سریع اب رو جوش میاره فقط اولش یکم صدای جوشوندنش زیاده میرسه به قل زدن کم میشه  در کلی عالیه 
row_194,1,به نظر من تنها عيبي که به اين گوشي ميشه گرفت صفحه نمايش کمي کوچيک اون هست که البته براي همه مشکل ساز نيست.
row_195,1,درود بر شما  
row_196,1,سلام ۲روزه خريدمش و به نظرم گوشي خوبي مياد در ضمن خيلي هم دخترونه و خوش‌دسته و من دوسش دارم.
row_197,0,خیلی داغون بود!! مرغش بو میداد، کلا خوب نبود
row_198,1," ""سلاممن قبل این باتری، یه باتری گرون قیمت تر از بازار خریده بودم که زود شارژ خالی میکرد و مجبور شدم پسش بدم ولی این باتری عملکردش مثل باتری فابریک خود گوشیمه"""
row_199,1,"چه زیبا باشد
آیت الله رئیسی
 خادم امام هشتم
 در هشتمین روز دهه کرامت ،
هشتمین رئیس جمهور ایران شود
و
 جشن میلاد با سعادت امام هشتم
 و
 پیروزی خادمش را باهم جشن بگیریم.
#رئیسی
#تهران_سربلند"
